TICKER,PETR4,PETR4,PETRF463,PETRF463,PETRF463,PETRF463,PETRF463,PETRF463,PETRF463,PETRF463,PETRF463,PETRF463
Metrics,Close,Volatility,BS_price,Close,Implied_volatility,Strike,Maturity,Delta,Gamma,Vega,Theta,Rho
Date,,,,,,,,,,,,
2023-06-16,29.64,0.4652,4.459999389648438,4.42,1.4412,25.18,2023-06-16,1.0,-0.0,0.0,,0.0
2023-06-15,29.39,0.4695,4.22326122823414,4.2,1.4412,25.18,2023-06-16,1.0,0.0,0.0,-0.01,0.1
2023-06-14,30.1,0.4692,4.946518523598197,4.84,1.0575,25.18,2023-06-16,1.0,0.0,0.0001,-0.01,0.19
2023-06-13,28.86,0.4674,3.7209641409451066,3.7800000000000002,0.7431,25.18,2023-06-16,1.0,0.01,0.026,-0.01,0.29
2023-06-12,30.81,0.4637,5.683080661644549,3.85,0.5888,25.18,2023-06-16,1.0,0.0,0.0025,-0.01,0.39
2023-06-09,30.28,0.4628,5.167131364842643,3.3000000000000003,0.42310000000000003,25.18,2023-06-16,1.0,0.0,0.0214,-0.01,0.48
2023-06-07,28.87,0.4596,3.807136035596706,2.0,0.2444,25.18,2023-06-16,0.97,0.03,0.3083,-0.02,0.65
2023-06-06,28.05,0.4589,3.0546477153592413,1.35,0.31520000000000004,25.18,2023-06-16,0.92,0.06,0.6987,-0.03,0.7
2023-06-05,27.47,0.4593,2.569917224797127,0.88,0.2777,25.18,2023-06-16,0.87,0.09,1.0885,-0.04,0.73
2023-06-02,27.18,0.4586,2.363007120114645,0.77,0.2864,25.18,2023-06-16,0.83,0.1,1.3453,-0.04,0.77
2023-06-01,26.96,0.4586,2.226024738924874,0.7000000000000001,0.29450000000000004,25.18,2023-06-16,0.8,0.11,1.5594,-0.04,0.81
2023-05-31,26.12,0.4574,1.643884806147934,0.37,0.2983,25.18,2023-06-16,0.69,0.14,1.9844,-0.05,0.75
2023-05-30,26.39,0.4573,1.8786770850795698,0.44,0.2684,25.18,2023-06-16,0.72,0.13,1.9882,-0.04,0.85
2023-05-29,26.69,0.4581,2.1432397706370523,0.68,0.2988,25.18,2023-06-16,0.75,0.11,1.9684,-0.04,0.96
2023-05-26,26.8,0.4602,2.271078383384612,0.73,0.28290000000000004,25.18,2023-06-16,0.76,0.11,2.0175,-0.04,1.03
2023-05-25,26.45,0.46,2.05428746216592,0.59,0.2821,25.18,2023-06-16,0.71,0.11,2.2298,-0.04,1.03
2023-05-24,26.65,0.4602,2.2394096649060096,0.66,0.2616,25.18,2023-06-16,0.73,0.11,2.2417,-0.04,1.12
2023-05-23,26.25,0.4795,2.0429853202429804,0.56,0.2816,25.18,2023-06-16,0.68,0.11,2.464,-0.04,1.09
2023-05-22,25.62,0.4798,1.6785846847806098,0.35000000000000003,0.278,25.18,2023-06-16,0.61,0.12,2.6547,-0.04,1.01
2023-05-19,25.77,0.4809,1.8146157424451026,0.47000000000000003,0.2781,25.18,2023-06-16,0.63,0.11,2.7041,-0.04,1.1
2023-05-18,25.81,0.4812,1.8802792554658918,0.48,0.2862,25.18,2023-06-16,0.63,0.11,2.7656,-0.04,1.16
2023-05-17,25.66,0.4814,1.8265360784502125,0.5,0.3039,25.18,2023-06-16,0.61,0.11,2.8514,-0.04,1.17
2023-05-16,26.3,0.481,2.2769172733747194,0.86,0.3285,25.18,2023-06-16,0.68,0.1,2.8007,-0.04,1.37
2023-05-15,25.66,0.4813,1.9017011438798441,0.65,0.3388,25.18,2023-06-16,0.61,0.1,2.9773,-0.04,1.27
2023-05-12,26.25,0.4801,2.3144686612924303,0.9,0.3274,25.18,2023-06-16,0.67,0.09,2.9382,-0.04,1.47
2023-05-11,25.43,0.4791,1.8292962318000807,0.59,0.3296,25.18,2023-06-16,0.59,0.1,3.1173,-0.04,1.32
2023-05-10,24.53,0.4789,1.372356041142277,0.34,0.33540000000000003,25.18,2023-06-16,0.5,0.11,3.1475,-0.03,1.13
2023-05-09,24.59,0.479,1.4364027380600746,0.36,0.3215,25.18,2023-06-16,0.51,0.1,3.2124,-0.03,1.19
2023-05-08,24.51,0.48,1.4320186488975235,0.38,0.32980000000000004,25.18,2023-06-16,0.5,0.1,3.2593,-0.03,1.21
2023-05-05,24.0,0.4804,1.221396025926401,0.3,0.3373,25.18,2023-06-16,0.45,0.1,3.2243,-0.03,1.11
2023-05-04,23.02,0.4785,0.8465808403981416,0.18,0.34940000000000004,25.18,2023-06-16,0.36,0.1,2.9639,-0.03,0.88
2023-05-03,22.66,0.4819,0.7587789717667528,0.16,0.3612,25.18,2023-06-16,0.33,0.09,2.8726,-0.03,0.82
2023-05-02,22.74,0.482,0.811197518515077,0.17,0.3609,25.18,2023-06-16,0.34,0.09,2.9688,-0.03,0.88
2023-04-28,23.7,0.4794,1.231937475849307,0.29,0.3436,25.18,2023-06-16,0.44,0.09,3.4225,-0.03,1.23
2023-04-27,26.1,0.4698,2.5487393166833527,0.31,0.3345,25.18,2023-06-16,0.66,0.08,3.5675,-0.03,2.01
2023-04-26,26.75,0.4691,3.0201246282575056,0.51,0.336,25.18,2023-06-16,0.71,0.07,3.4709,-0.03,2.25
2023-04-25,27.09,0.469,3.2936328911465793,0.58,0.33280000000000004,25.18,2023-06-16,0.73,0.07,3.4239,-0.03,2.4
2023-04-24,27.2,0.4699,3.406989685275537,0.61,0.31980000000000003,25.18,2023-06-16,0.74,0.07,3.4424,-0.03,2.48
2023-04-20,26.69,0.4704,3.1019401812242258,0.48,0.32280000000000003,25.18,2023-06-16,0.7,0.07,3.6838,-0.03,2.44
2023-04-19,26.51,0.4704,3.006422325769769,0.45,0.3235,25.18,2023-06-16,0.69,0.07,3.773,-0.03,2.44
2023-04-18,27.39,0.4703,3.6644926750829327,0.7000000000000001,0.31010000000000004,25.18,2023-06-16,0.74,0.06,3.5795,-0.03,2.75
2023-04-17,26.71,0.4705,3.2031028787876465,0.54,0.3234,25.18,2023-06-16,0.7,0.07,3.8181,-0.03,2.61
2023-04-14,26.3,0.4706,2.9509004843107096,0.47000000000000003,0.3371,25.18,2023-06-16,0.67,0.07,3.9517,-0.03,2.53
2023-04-13,26.03,0.4809,2.842638131197919,0.46,0.3406,25.18,2023-06-16,0.65,0.07,4.0475,-0.03,2.48
2023-04-12,25.85,0.4814,2.7570231220366956,0.44,0.33940000000000003,25.18,2023-06-16,0.64,0.07,4.1135,-0.03,2.47
2023-04-11,25.66,0.4813,2.6649693332579414,0.4,0.337,25.18,2023-06-16,0.62,0.07,4.1746,-0.03,2.46
2023-04-10,24.51,0.48,2.0168137586750188,0.24,0.3427,25.18,2023-06-16,0.54,0.08,4.2163,-0.03,2.1
2023-04-06,24.0,0.4804,1.8050404310244001,0.26,0.3516,25.18,2023-06-16,0.5,0.08,4.2323,-0.03,2.0
2023-04-05,24.35,0.4802,2.0107611089815443,0.26,0.3516,25.18,2023-06-16,0.53,0.08,4.3226,-0.03,2.18
2023-04-04,24.27,0.4803,1.9942285833212239,0.26,0.3516,25.18,2023-06-16,0.53,0.08,4.3533,-0.03,2.19
2023-04-03,24.49,0.4812,2.141545867234937,0.25,0.33630000000000004,25.18,2023-06-16,0.55,0.07,4.416,-0.03,2.32
2023-03-31,23.45,0.4783,1.6272769679135788,0.2,0.34950000000000003,25.18,2023-06-16,0.47,0.08,4.28,-0.02,1.97
2023-03-30,23.97,0.4781,1.9040957202856195,0.19,0.3438,25.18,2023-06-16,0.51,0.08,4.4284,-0.02,2.21
2023-03-29,23.9,0.4786,1.8950733438620073,0.19,0.3438,25.18,2023-06-16,0.51,0.07,4.4554,-0.02,2.22
2023-03-28,23.59,0.479,1.767071870096581,0.19,0.3438,25.18,2023-06-16,0.48,0.07,4.4328,-0.02,2.14
2023-03-27,23.18,0.4796,1.6001284507709332,0.2,0.35700000000000004,25.18,2023-06-16,0.46,0.07,4.3689,-0.02,2.02
2023-03-24,22.79,0.4787,1.4462137395113146,0.2,0.35700000000000004,25.18,2023-06-16,0.43,0.08,4.2876,-0.02,1.91
2023-03-23,22.8,0.4789,1.4726915845547168,0.2,0.35700000000000004,25.18,2023-06-16,0.43,0.07,4.3311,-0.02,1.95
2023-03-22,23.33,0.4786,1.732677153767403,0.25,0.3791,25.18,2023-06-16,0.47,0.07,4.525,-0.02,2.2
2023-03-21,23.4,0.4786,1.788345075080933,0.25,0.3791,25.18,2023-06-16,0.48,0.07,4.58,-0.02,2.27
2023-03-20,22.93,0.4791,1.594827172741077,0.25,0.3791,25.18,2023-06-16,0.45,0.07,4.4895,-0.02,2.12
2023-03-17,23.51,0.4795,1.8905023194707358,0.25,0.3791,25.18,2023-06-16,0.49,0.07,4.6792,-0.02,2.4
2023-03-16,23.26,0.4801,1.794572210882242,0.3,0.37160000000000004,25.18,2023-06-16,0.47,0.07,4.6568,-0.02,2.34
2023-03-15,23.34,0.4802,1.8549139881315977,0.3,0.37160000000000004,25.18,2023-06-16,0.48,0.07,4.7129,-0.02,2.41
2023-03-14,23.76,0.4804,2.0872988523760903,0.4,0.3773,25.18,2023-06-16,0.51,0.07,4.8358,-0.02,2.63
2023-03-13,24.19,0.4811,2.3402844158409426,0.5,0.3723,25.18,2023-06-16,0.54,0.07,4.9328,-0.02,2.86
2023-03-10,24.98,0.4808,2.811832645416498,0.72,0.3562,25.18,2023-06-16,0.6,0.06,5.0138,-0.02,3.23
2023-03-09,25.31,0.482,3.0412116235762987,0.72,0.3562,25.18,2023-06-16,0.62,0.06,5.0422,-0.02,3.41
2023-03-08,25.42,0.482,3.133092301415177,0.72,0.3562,25.18,2023-06-16,0.62,0.06,5.0704,-0.02,3.51
2023-03-07,25.1,0.4822,2.9615741314335846,0.72,0.3562,25.18,2023-06-16,0.61,0.06,5.1119,-0.02,3.42
2023-03-06,25.96,0.4821,3.5263603779245756,0.72,0.3562,25.18,2023-06-16,0.66,0.06,5.0925,-0.02,3.82
2023-03-03,25.7,0.4865,3.404134585679799,0.72,0.3562,25.18,2023-06-16,0.64,0.06,5.1507,-0.02,3.75
2023-03-02,24.64,0.4847,2.770629524313323,0.72,0.3562,25.18,2023-06-16,0.58,0.06,5.1984,-0.02,3.35
2023-03-01,25.3,0.485,3.1909433926252806,0.65,0.3407,25.18,2023-06-16,0.62,0.06,5.2351,-0.02,3.68
2023-02-28,25.24,0.486,3.1819199725606673,1.1,0.3402,25.18,2023-06-16,0.62,0.06,5.2679,-0.02,3.7
2023-02-27,26.15,0.4857,3.788004621776439,1.1,0.3402,25.18,2023-06-16,0.67,0.05,5.2309,-0.02,4.13
2023-02-24,25.9,0.4854,3.644655799851087,1.1,0.3402,25.18,2023-06-16,0.65,0.05,5.2889,-0.02,4.07
2023-02-23,26.55,0.4854,4.103843683420967,1.1,0.3402,25.18,2023-06-16,0.69,0.05,5.2359,-0.02,4.39
2023-02-22,25.76,0.4846,3.5951112624138606,1.2,0.3635,25.18,2023-06-16,0.65,0.05,5.3617,-0.02,4.11
2023-02-17,26.44,0.4828,4.106169695362732,1.2,0.3635,25.18,2023-06-16,0.68,0.05,5.371,-0.02,4.55
2023-02-16,26.85,0.4826,4.41196814121856,1.2,0.3635,25.18,2023-06-16,0.7,0.05,5.3321,-0.02,4.77
2023-02-15,26.74,0.4828,4.358462387769105,1.2,0.3635,25.18,2023-06-16,0.7,0.05,5.3818,-0.02,4.77
2023-02-14,26.7,0.483,4.354241349765122,1.2,0.3635,25.18,2023-06-16,0.7,0.05,5.4183,-0.02,4.8
2023-02-13,26.8,0.484,4.451686436631402,1.2,0.3635,25.18,2023-06-16,0.7,0.05,5.4316,-0.02,4.89
2023-02-10,26.72,0.4852,4.424798437333896,1.2,0.3635,25.18,2023-06-16,0.7,0.05,5.476,-0.02,4.9
2023-02-09,25.93,0.4845,3.906401734068554,1.2,0.3635,25.18,2023-06-16,0.66,0.05,5.6084,-0.02,4.61
2023-02-08,26.05,0.4845,4.007919201171802,1.2,0.3635,25.18,2023-06-16,0.67,0.05,5.6243,-0.02,4.71
2023-02-07,25.62,0.4843,3.746145158429025,1.2,0.3635,25.18,2023-06-16,0.65,0.05,5.6891,-0.02,4.56
2023-02-06,25.78,0.4852,3.877070539885482,1.2,0.3635,25.18,2023-06-16,0.65,0.05,5.7055,-0.02,4.68
2023-02-03,24.79,0.4831,3.2630804121926715,1.4000000000000001,0.3859,25.18,2023-06-16,0.6,0.05,5.7624,-0.02,4.26
2023-02-02,24.52,0.4832,3.122630361965692,1.4000000000000001,0.3859,25.18,2023-06-16,0.59,0.05,5.7798,-0.02,4.18
2023-02-01,25.71,0.4811,3.8716885994352825,1.4000000000000001,0.3859,25.18,2023-06-16,0.65,0.05,5.7907,-0.02,4.8
2023-01-31,26.07,0.4814,4.132579320658527,1.4000000000000001,0.3859,25.18,2023-06-16,0.67,0.05,5.7844,-0.02,5.01
2023-01-30,25.75,0.4822,3.946197177418192,1.6500000000000001,0.36560000000000004,25.18,2023-06-16,0.66,0.05,5.8416,-0.02,4.9
2023-01-27,25.62,0.4828,3.8861129683889857,1.6500000000000001,0.36560000000000004,25.18,2023-06-16,0.65,0.05,5.8777,-0.02,4.89
2023-01-26,26.25,0.4823,4.322496666865124,1.6500000000000001,0.36560000000000004,25.18,2023-06-16,0.68,0.05,5.8441,-0.02,5.23
2023-01-25,26.94,0.4824,4.823771900455947,1.6,0.3668,25.18,2023-06-16,0.71,0.04,5.7662,-0.02,5.59
2023-01-24,26.6,0.4833,4.611395502638446,1.6,0.3668,25.18,2023-06-16,0.7,0.04,5.8498,-0.02,5.48
2023-01-23,26.79,0.4842,4.7707630991022185,1.6,0.3668,25.18,2023-06-16,0.7,0.04,5.8474,-0.02,5.61
2023-01-20,26.37,0.483,4.4927421785667185,1.6,0.3668,25.18,2023-06-16,0.69,0.04,5.9338,-0.02,5.47
2023-01-19,25.89,0.4827,4.187319470744159,1.6,0.3904,25.18,2023-06-16,0.67,0.05,6.012,-0.02,5.29
2023-01-18,25.07,0.4816,3.6711550247311155,1.6,0.3904,25.18,2023-06-16,0.63,0.05,6.0787,-0.02,4.93
2023-01-17,25.52,0.4813,3.9766075663494203,1.6,0.3904,25.18,2023-06-16,0.65,0.05,6.0886,-0.02,5.21
2023-01-16,24.04,0.4784,3.0714427034592067,1.6,0.3904,25.18,2023-06-16,0.58,0.05,6.0864,-0.02,4.5
2023-01-13,24.57,0.4785,3.4036846791922954,1.6,0.3904,25.18,2023-06-16,0.6,0.05,6.1472,-0.02,4.82
2023-01-12,24.63,0.4789,3.4621866035908955,1.6,0.3904,25.18,2023-06-16,0.61,0.05,6.174,-0.02,4.89
2023-01-11,24.28,0.4797,3.2764323648190388,1.6,0.3904,25.18,2023-06-16,0.59,0.05,6.1809,-0.02,4.75
2023-01-10,24.09,0.4805,3.189338790046115,1.6,0.3904,25.18,2023-06-16,0.58,0.05,6.1903,-0.02,4.69
2023-01-09,23.87,0.4814,3.0865866323906737,1.6,0.3904,25.18,2023-06-16,0.57,0.05,6.1925,-0.02,4.61
2023-01-06,23.74,0.4805,3.025380316154756,1.6,0.3904,25.18,2023-06-16,0.57,0.05,6.2019,-0.02,4.58
2023-01-05,23.88,0.4804,3.1233998883808294,1.6,0.3904,25.18,2023-06-16,0.57,0.05,6.2429,-0.02,4.7
2023-01-04,23.05,0.4806,2.6841885671763066,1.6,0.3904,25.18,2023-06-16,0.53,0.05,6.1382,-0.02,4.28
2023-01-03,22.34,0.4796,2.3312474480313803,1.6,0.3904,25.18,2023-06-16,0.49,0.06,5.9917,-0.02,3.93
2023-01-02,22.92,0.4799,2.645908069113794,1.6,0.3904,25.18,2023-06-16,0.53,0.05,6.161,-0.02,4.29
2022-12-29,24.5,0.4749,3.5474580996485567,1.6,0.3904,25.18,2023-06-16,0.61,0.05,6.4096,-0.02,5.26
2022-12-28,24.8,0.4748,3.750254438559976,1.6,0.3904,25.18,2023-06-16,0.62,0.05,6.44,-0.02,5.47
2022-12-27,25.11,0.4747,3.963550127397557,1.6,0.3904,25.18,2023-06-16,0.64,0.05,6.4609,-0.02,5.68
2022-12-26,24.94,0.4756,3.8802415615496457,1.6,0.3904,25.18,2023-06-16,0.63,0.05,6.486,-0.02,5.63
2022-12-23,25.12,0.4758,4.014585924566003,1.6,0.3904,25.18,2023-06-16,0.64,0.05,6.5062,-0.02,5.77
2022-12-22,23.99,0.4735,3.3248347122106328,0.9,0.41140000000000004,25.18,2023-06-16,0.59,0.05,6.492,-0.02,5.19
2022-12-21,23.57,0.4731,3.0979695605543682,0.9,0.41140000000000004,25.18,2023-06-16,0.57,0.05,6.4678,-0.02,4.99
2022-12-20,23.07,0.4726,2.8347051334178257,0.9,0.41140000000000004,25.18,2023-06-16,0.54,0.05,6.41,-0.02,4.74
2022-12-19,22.38,0.4725,2.4890098343227223,0.9,0.41140000000000004,25.18,2023-06-16,0.51,0.05,6.2761,-0.02,4.37
2022-12-16,22.05,0.4727,2.3417071052334464,0.9,0.41140000000000004,25.18,2023-06-16,0.49,0.05,6.2062,-0.02,4.21
